Status,FigmaText,FigmaName,FigmaId,DomTag,IssueProp,Expected,Actual,IssueMessage,ScreenshotPath
DIFFERENT,Open,Open,5:188,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-188.png
DIFFERENT,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,5:190,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-190.png
DIFFERENT,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,5:190,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-190.png
DIFFERENT,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,Customer attempted to pay using Visa ending 1234 but the payment keeps failing despite sufficient balance.,5:190,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-190.png
DIFFERENT,#1002,#1002,5:192,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-192.png
DIFFERENT,#1002,#1002,5:192,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-192.png
MISSING_IN_DOM,HIGH PRIORITY,HIGH PRIORITY,5:193,,,,,Text exists in Figma but not found on page,
DIFFERENT,Sarah Johnson,Sarah Johnson,5:198,p,width,99,89.421875,"Width mismatch: expected 99px, got 89.421875px",artifacts/issue-shots/issue-5-198.png
DIFFERENT,Sarah Johnson,Sarah Johnson,5:198,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-198.png
DIFFERENT,1/16/2024,1/16/2024,5:202,p,width,67,95.75,"Width mismatch: expected 67px, got 95.75px",artifacts/issue-shots/issue-5-202.png
DIFFERENT,1/16/2024,1/16/2024,5:202,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-202.png
DIFFERENT,Incorrect Billing Address,Incorrect Billing Address,5:208,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Incorrect Billing Address,Incorrect Billing Address,5:208,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:212,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-212.png
DIFFERENT,Open,Open,5:212,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-212.png
DIFFERENT,Customer’s billing address shows a different city. They updated it but it still displays the old one.,Customer’s billing address shows a different city. They updated it but it still displays the old one.,5:214,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-214.png
DIFFERENT,Customer’s billing address shows a different city. They updated it but it still displays the old one.,Customer’s billing address shows a different city. They updated it but it still displays the old one.,5:214,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-214.png
DIFFERENT,Customer’s billing address shows a different city. They updated it but it still displays the old one.,Customer’s billing address shows a different city. They updated it but it still displays the old one.,5:214,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-214.png
DIFFERENT,#1004,#1004,5:216,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-216.png
DIFFERENT,#1004,#1004,5:216,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-216.png
MISSING_IN_DOM,LOW PRIORITY,LOW PRIORITY,5:217,,,,,Text exists in Figma but not found on page,
DIFFERENT,Emily Davis,Emily Davis,5:222,p,width,76,69.515625,"Width mismatch: expected 76px, got 69.515625px",artifacts/issue-shots/issue-5-222.png
DIFFERENT,Emily Davis,Emily Davis,5:222,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-222.png
DIFFERENT,1/18/2024,1/18/2024,5:226,p,width,67,95.75,"Width mismatch: expected 67px, got 95.75px",artifacts/issue-shots/issue-5-226.png
DIFFERENT,1/18/2024,1/18/2024,5:226,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-226.png
DIFFERENT,Refund Not Processed,Refund Not Processed,5:232,h2,width,331,182.25,"Width mismatch: expected 331px, got 182.25px",
DIFFERENT,Refund Not Processed,Refund Not Processed,5:232,h2,height,22,27,"Height mismatch: expected 22px, got 27px",
MISSING_IN_DOM,In- Progress,In- Progress,5:236,,,,,Text exists in Figma but not found on page,
DIFFERENT,Customer requested a refund two weeks ago but has not received the amount yet.,Customer requested a refund two weeks ago but has not received the amount yet.,5:238,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-238.png
DIFFERENT,Customer requested a refund two weeks ago but has not received the amount yet.,Customer requested a refund two weeks ago but has not received the amount yet.,5:238,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-238.png
DIFFERENT,Customer requested a refund two weeks ago but has not received the amount yet.,Customer requested a refund two weeks ago but has not received the amount yet.,5:238,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-238.png
DIFFERENT,#1006,#1006,5:240,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-240.png
DIFFERENT,#1006,#1006,5:240,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-240.png
MISSING_IN_DOM,MEDIUM PRIORITY,MEDIUM PRIORITY,5:241,,,,,Text exists in Figma but not found on page,
DIFFERENT,Sophia Taylor,Sophia Taylor,5:246,p,width,90,82.265625,"Width mismatch: expected 90px, got 82.265625px",artifacts/issue-shots/issue-5-246.png
DIFFERENT,Sophia Taylor,Sophia Taylor,5:246,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-246.png
DIFFERENT,1/20/2024,1/20/2024,5:250,p,width,69,95.75,"Width mismatch: expected 69px, got 95.75px",artifacts/issue-shots/issue-5-250.png
DIFFERENT,1/20/2024,1/20/2024,5:250,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-250.png
DIFFERENT,Unable to Update Profile Picture,Unable to Update Profile Picture,5:256,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Unable to Update Profile Picture,Unable to Update Profile Picture,5:256,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:260,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-260.png
DIFFERENT,Open,Open,5:260,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-260.png
DIFFERENT,Customer tries to upload a new profile picture but gets 'Upload failed' error.,Customer tries to upload a new profile picture but gets 'Upload failed' error.,5:262,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-262.png
DIFFERENT,Customer tries to upload a new profile picture but gets 'Upload failed' error.,Customer tries to upload a new profile picture but gets 'Upload failed' error.,5:262,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-262.png
DIFFERENT,Customer tries to upload a new profile picture but gets 'Upload failed' error.,Customer tries to upload a new profile picture but gets 'Upload failed' error.,5:262,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-262.png
DIFFERENT,#1008,#1008,5:264,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-264.png
DIFFERENT,#1008,#1008,5:264,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-264.png
MISSING_IN_DOM,LOW PRIORITY,LOW PRIORITY,5:265,,,,,Text exists in Figma but not found on page,
DIFFERENT,Olivia Martinez,Olivia Martinez,5:270,p,width,99,92.671875,"Width mismatch: expected 99px, got 92.671875px",artifacts/issue-shots/issue-5-270.png
DIFFERENT,Olivia Martinez,Olivia Martinez,5:270,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-270.png
DIFFERENT,1/22/2024,1/22/2024,5:274,p,width,68,95.75,"Width mismatch: expected 68px, got 95.75px",artifacts/issue-shots/issue-5-274.png
DIFFERENT,1/22/2024,1/22/2024,5:274,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-274.png
DIFFERENT,Missing Order Confirmation Email,Missing Order Confirmation Email,5:280,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Missing Order Confirmation Email,Missing Order Confirmation Email,5:280,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:284,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-284.png
DIFFERENT,Open,Open,5:284,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-284.png
DIFFERENT,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,5:286,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-286.png
DIFFERENT,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,5:286,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-286.png
DIFFERENT,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,Customer placed an order but didn't receive a confirmation email even though payment succeeded.,5:286,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-286.png
DIFFERENT,#1010,#1010,5:288,p,width,41,38.46875,"Width mismatch: expected 41px, got 38.46875px",artifacts/issue-shots/issue-5-288.png
DIFFERENT,#1010,#1010,5:288,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-288.png
MISSING_IN_DOM,MEDIUM PRIORITY,MEDIUM PRIORITY,5:289,,,,,Text exists in Figma but not found on page,
DIFFERENT,Isabella Garcia,Isabella Garcia,5:294,p,width,97,88.65625,"Width mismatch: expected 97px, got 88.65625px",artifacts/issue-shots/issue-5-294.png
DIFFERENT,Isabella Garcia,Isabella Garcia,5:294,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-294.png
DIFFERENT,1/24/2024,1/24/2024,5:298,p,width,69,95.75,"Width mismatch: expected 69px, got 95.75px",artifacts/issue-shots/issue-5-298.png
DIFFERENT,1/24/2024,1/24/2024,5:298,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-298.png
DIFFERENT,Task Status,Task Status,5:302,p,width,358,267,"Width mismatch: expected 358px, got 267px",artifacts/issue-shots/issue-5-302.png
DIFFERENT,Task Status,Task Status,5:302,p,height,26,40,"Height mismatch: expected 26px, got 40px",artifacts/issue-shots/issue-5-302.png
DIFFERENT,Task Status,Task Status,5:302,p,fontSize,24,36,"Font size mismatch: expected 24px, got 36px",artifacts/issue-shots/issue-5-302.png
DIFFERENT,Payment Failed - Card Declined,Payment Failed - Card Declined,5:350,h2,width,326,182.25,"Width mismatch: expected 326px, got 182.25px",
DIFFERENT,Payment Failed - Card Declined,Payment Failed - Card Declined,5:350,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
MISSING_IN_DOM,Complete,Enroll Now_2,5:378,,,,,Text exists in Figma but not found on page,
DIFFERENT,Incorrect Billing Address,Incorrect Billing Address,5:684,h2,width,326,182.25,"Width mismatch: expected 326px, got 182.25px",
DIFFERENT,Incorrect Billing Address,Incorrect Billing Address,5:684,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
MISSING_IN_DOM,Complete,Enroll Now_2,5:686,,,,,Text exists in Figma but not found on page,
DIFFERENT,Resolved Task,Resolved Task,5:306,p,width,358,267,"Width mismatch: expected 358px, got 267px",artifacts/issue-shots/issue-5-306.png
DIFFERENT,Resolved Task,Resolved Task,5:306,p,height,26,40,"Height mismatch: expected 26px, got 40px",artifacts/issue-shots/issue-5-306.png
DIFFERENT,Resolved Task,Resolved Task,5:306,p,fontSize,24,36,"Font size mismatch: expected 24px, got 36px",artifacts/issue-shots/issue-5-306.png
DIFFERENT,No resolved tasks yet.,No resolved tasks yet.,5:307,div,width,358,267,"Width mismatch: expected 358px, got 267px",artifacts/issue-shots/issue-5-307.png
DIFFERENT,No resolved tasks yet.,No resolved tasks yet.,5:307,div,height,18,24,"Height mismatch: expected 18px, got 24px",artifacts/issue-shots/issue-5-307.png
DIFFERENT,CS — Ticket System,CS — Ticket System,41:86,div,width,750,830.875,"Width mismatch: expected 750px, got 830.875px",artifacts/issue-shots/issue-41-86.png
DIFFERENT,CS — Ticket System,CS — Ticket System,41:86,div,height,26,36,"Height mismatch: expected 26px, got 36px",artifacts/issue-shots/issue-41-86.png
DIFFERENT,CS — Ticket System,CS — Ticket System,41:86,div,fontSize,24,16,"Font size mismatch: expected 24px, got 16px",artifacts/issue-shots/issue-41-86.png
DIFFERENT,Home,Course Details,41:88,button,width,45,42.890625,"Width mismatch: expected 45px, got 42.890625px",artifacts/issue-shots/issue-41-88.png
DIFFERENT,FAQ,Blog,41:89,button,width,31,29.265625,"Width mismatch: expected 31px, got 29.265625px",artifacts/issue-shots/issue-41-89.png
DIFFERENT,Changelog,My Classess,41:90,button,width,82,76.625,"Width mismatch: expected 82px, got 76.625px",artifacts/issue-shots/issue-41-90.png
DIFFERENT,Blog,My Classess,41:91,button,width,34,31.84375,"Width mismatch: expected 34px, got 31.84375px",artifacts/issue-shots/issue-41-91.png
DIFFERENT,Download,My Classess,41:92,button,width,76,72.03125,"Width mismatch: expected 76px, got 72.03125px",artifacts/issue-shots/issue-41-92.png
DIFFERENT,Contact,My Classess,41:93,button,width,61,54.71875,"Width mismatch: expected 61px, got 54.71875px",artifacts/issue-shots/issue-41-93.png
MISSING_IN_DOM,New Ticket,Enroll Now_2,41:97,,,,,Text exists in Figma but not found on page,
DIFFERENT,CS — Ticket System,CS — Ticket System,42:57,div,width,350,830.875,"Width mismatch: expected 350px, got 830.875px",artifacts/issue-shots/issue-42-57.png
DIFFERENT,CS — Ticket System,CS — Ticket System,42:57,div,height,26,36,"Height mismatch: expected 26px, got 36px",artifacts/issue-shots/issue-42-57.png
DIFFERENT,CS — Ticket System,CS — Ticket System,42:57,div,fontSize,24,16,"Font size mismatch: expected 24px, got 16px",artifacts/issue-shots/issue-42-57.png
MISSING_IN_DOM,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.","Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book.",42:58,,,,,Text exists in Figma but not found on page,
MISSING_IN_DOM,Company,Company,42:60,,,,,Text exists in Figma but not found on page,
DIFFERENT,About Us,About Us,42:62,a,width,71,57.53125,"Width mismatch: expected 71px, got 57.53125px",artifacts/issue-shots/issue-42-62.png
DIFFERENT,About Us,About Us,42:62,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-62.png
DIFFERENT,About Us,About Us,42:62,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-62.png
DIFFERENT,Our Mission,Our Mission,42:63,a,width,90,74.546875,"Width mismatch: expected 90px, got 74.546875px",artifacts/issue-shots/issue-42-63.png
DIFFERENT,Our Mission,Our Mission,42:63,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-63.png
DIFFERENT,Our Mission,Our Mission,42:63,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-63.png
DIFFERENT,Contact Saled,Contact Saled,42:64,a,width,107,85.234375,"Width mismatch: expected 107px, got 85.234375px",artifacts/issue-shots/issue-42-64.png
DIFFERENT,Contact Saled,Contact Saled,42:64,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-64.png
DIFFERENT,Contact Saled,Contact Saled,42:64,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-64.png
MISSING_IN_DOM,Services,Services,42:66,,,,,Text exists in Figma but not found on page,
DIFFERENT,Products & Services,Products & Services,42:68,a,width,152,122.5625,"Width mismatch: expected 152px, got 122.5625px",artifacts/issue-shots/issue-42-68.png
DIFFERENT,Products & Services,Products & Services,42:68,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-68.png
DIFFERENT,Products & Services,Products & Services,42:68,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-68.png
DIFFERENT,Customer Stories,Customer Stories,42:69,a,width,132,105.015625,"Width mismatch: expected 132px, got 105.015625px",artifacts/issue-shots/issue-42-69.png
DIFFERENT,Customer Stories,Customer Stories,42:69,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-69.png
DIFFERENT,Customer Stories,Customer Stories,42:69,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-69.png
DIFFERENT,Download Apps,Download Apps,42:70,a,width,119,98.296875,"Width mismatch: expected 119px, got 98.296875px",artifacts/issue-shots/issue-42-70.png
DIFFERENT,Download Apps,Download Apps,42:70,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-70.png
DIFFERENT,Download Apps,Download Apps,42:70,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-70.png
MISSING_IN_DOM,Information,Information,42:72,,,,,Text exists in Figma but not found on page,
MISSING_IN_DOM,Privacy Policy,Privacy Policy,42:74,,,,,Text exists in Figma but not found on page,
DIFFERENT,Terms & Conditions,Terms & Conditions,42:75,a,width,147,121.671875,"Width mismatch: expected 147px, got 121.671875px",artifacts/issue-shots/issue-42-75.png
DIFFERENT,Terms & Conditions,Terms & Conditions,42:75,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-75.png
DIFFERENT,Terms & Conditions,Terms & Conditions,42:75,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-75.png
DIFFERENT,Join Us,Join Us,42:76,a,width,57,43.921875,"Width mismatch: expected 57px, got 43.921875px",artifacts/issue-shots/issue-42-76.png
DIFFERENT,Join Us,Join Us,42:76,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-76.png
DIFFERENT,Join Us,Join Us,42:76,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-76.png
MISSING_IN_DOM,Social Links,Social Links,42:78,,,,,Text exists in Figma but not found on page,
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:85,a,width,170,158.078125,"Width mismatch: expected 170px, got 158.078125px",artifacts/issue-shots/issue-42-85.png
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:85,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-85.png
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:85,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-85.png
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:92,a,width,170,158.078125,"Width mismatch: expected 170px, got 158.078125px",artifacts/issue-shots/issue-42-92.png
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:92,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-92.png
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:92,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-92.png
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:98,a,width,170,158.078125,"Width mismatch: expected 170px, got 158.078125px",artifacts/issue-shots/issue-42-98.png
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:98,a,height,24,20,"Height mismatch: expected 24px, got 20px",artifacts/issue-shots/issue-42-98.png
DIFFERENT,@CS — Ticket System,@CS — Ticket System,42:98,a,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-42-98.png
MISSING_IN_DOM,support@cst.com,support@cst.com,42:102,,,,,Text exists in Figma but not found on page,
DIFFERENT,© 2025 CS — Ticket System. All rights reserved.,© 2025 CS — Ticket System. All rights reserved.,42:105,nav,height,24,44,"Height mismatch: expected 24px, got 44px",
DIFFERENT,In-Progress,In-Progress,42:174,p,width,628,129.125,"Width mismatch: expected 628px, got 129.125px",artifacts/issue-shots/issue-42-174.png
DIFFERENT,In-Progress,In-Progress,42:174,p,height,26,32,"Height mismatch: expected 26px, got 32px",artifacts/issue-shots/issue-42-174.png
DIFFERENT,0,0,42:175,p,width,628,129.125,"Width mismatch: expected 628px, got 129.125px",artifacts/issue-shots/issue-42-175.png
DIFFERENT,0,0,42:175,p,height,73,32,"Height mismatch: expected 73px, got 32px",artifacts/issue-shots/issue-42-175.png
DIFFERENT,0,0,42:175,p,fontSize,60,24,"Font size mismatch: expected 60px, got 24px",artifacts/issue-shots/issue-42-175.png
DIFFERENT,Resolved,Resolved,42:188,p,width,628,100.734375,"Width mismatch: expected 628px, got 100.734375px",artifacts/issue-shots/issue-42-188.png
DIFFERENT,Resolved,Resolved,42:188,p,height,26,32,"Height mismatch: expected 26px, got 32px",artifacts/issue-shots/issue-42-188.png
DIFFERENT,0,0,42:189,p,width,628,129.125,"Width mismatch: expected 628px, got 129.125px",artifacts/issue-shots/issue-42-189.png
DIFFERENT,0,0,42:189,p,height,73,32,"Height mismatch: expected 73px, got 32px",artifacts/issue-shots/issue-42-189.png
DIFFERENT,0,0,42:189,p,fontSize,60,24,"Font size mismatch: expected 60px, got 24px",artifacts/issue-shots/issue-42-189.png
DIFFERENT,Customer Tickets,Customer Tickets,5:391,p,width,1050,841,"Width mismatch: expected 1050px, got 841px",artifacts/issue-shots/issue-5-391.png
DIFFERENT,Customer Tickets,Customer Tickets,5:391,p,height,26,40,"Height mismatch: expected 26px, got 40px",artifacts/issue-shots/issue-5-391.png
DIFFERENT,Customer Tickets,Customer Tickets,5:391,p,fontSize,24,36,"Font size mismatch: expected 24px, got 36px",artifacts/issue-shots/issue-5-391.png
DIFFERENT,Login Issues - Can't Access Account,Login Issues - Can't Access Account,5:399,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,Login Issues - Can't Access Account,Login Issues - Can't Access Account,5:399,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
DIFFERENT,Open,Open,5:403,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-403.png
DIFFERENT,Open,Open,5:403,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-403.png
DIFFERENT,Customer is unable to log in to their account. They've tried resetting their password multiple times but still...,Customer is unable to log in to their account. They've tried resetting their password multiple times but still...,5:405,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-405.png
DIFFERENT,Customer is unable to log in to their account. They've tried resetting their password multiple times but still...,Customer is unable to log in to their account. They've tried resetting their password multiple times but still...,5:405,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-405.png
DIFFERENT,Customer is unable to log in to their account. They've tried resetting their password multiple times but still...,Customer is unable to log in to their account. They've tried resetting their password multiple times but still...,5:405,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-405.png
DIFFERENT,#1001,#1001,5:407,p,width,41,38.46875,"Width mismatch: expected 41px, got 38.46875px",artifacts/issue-shots/issue-5-407.png
DIFFERENT,#1001,#1001,5:407,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-407.png
MISSING_IN_DOM,HIGH PRIORITY,HIGH PRIORITY,5:408,,,,,Text exists in Figma but not found on page,
DIFFERENT,John Smith,John Smith,5:413,p,width,75,68.4375,"Width mismatch: expected 75px, got 68.4375px",artifacts/issue-shots/issue-5-413.png
DIFFERENT,John Smith,John Smith,5:413,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-413.png
DIFFERENT,1/15/2024,1/15/2024,5:417,p,width,66,95.75,"Width mismatch: expected 66px, got 95.75px",artifacts/issue-shots/issue-5-417.png
DIFFERENT,1/15/2024,1/15/2024,5:417,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-417.png
DIFFERENT,Unable to Download Invoice,Unable to Download Invoice,5:423,h2,width,331,182.25,"Width mismatch: expected 331px, got 182.25px",
DIFFERENT,Unable to Download Invoice,Unable to Download Invoice,5:423,h2,height,22,54,"Height mismatch: expected 22px, got 54px",
MISSING_IN_DOM,In- Progress,In- Progress,5:427,,,,,Text exists in Figma but not found on page,
DIFFERENT,Customer cannot download their January invoice from the billing section. The download button is...,Customer cannot download their January invoice from the billing section. The download button is...,5:429,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-429.png
DIFFERENT,Customer cannot download their January invoice from the billing section. The download button is...,Customer cannot download their January invoice from the billing section. The download button is...,5:429,p,height,36,42,"Height mismatch: expected 36px, got 42px",artifacts/issue-shots/issue-5-429.png
DIFFERENT,Customer cannot download their January invoice from the billing section. The download button is...,Customer cannot download their January invoice from the billing section. The download button is...,5:429,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-429.png
DIFFERENT,#1003,#1003,5:431,p,width,43,38.46875,"Width mismatch: expected 43px, got 38.46875px",artifacts/issue-shots/issue-5-431.png
DIFFERENT,#1003,#1003,5:431,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-431.png
MISSING_IN_DOM,MEDIUM PRIORITY,MEDIUM PRIORITY,5:432,,,,,Text exists in Figma but not found on page,
DIFFERENT,Michael Brown,Michael Brown,5:437,p,width,97,91.171875,"Width mismatch: expected 97px, got 91.171875px",artifacts/issue-shots/issue-5-437.png
DIFFERENT,Michael Brown,Michael Brown,5:437,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-437.png
DIFFERENT,1/17/2024,1/17/2024,5:441,p,width,66,95.75,"Width mismatch: expected 66px, got 95.75px",artifacts/issue-shots/issue-5-441.png
DIFFERENT,1/17/2024,1/17/2024,5:441,p,height,22,24,"Height mismatch: expected 22px, got 24px",artifacts/issue-shots/issue-5-441.png
DIFFERENT,App Crash on Launch,App Crash on Launch,5:447,h2,width,383,182.25,"Width mismatch: expected 383px, got 182.25px",
DIFFERENT,App Crash on Launch,App Crash on Launch,5:447,h2,height,22,27,"Height mismatch: expected 22px, got 27px",
DIFFERENT,Open,Open,5:451,p,width,42,58.03125,"Width mismatch: expected 42px, got 58.03125px",artifacts/issue-shots/issue-5-451.png
DIFFERENT,Open,Open,5:451,p,fontSize,16,14,"Font size mismatch: expected 16px, got 14px",artifacts/issue-shots/issue-5-451.png
DIFFERENT,Customer reports that the mobile app crashes immediately upon opening on Android 13.,Customer reports that the mobile app crashes immediately upon opening on Android 13.,5:453,p,width,481,364.5,"Width mismatch: expected 481px, got 364.5px",artifacts/issue-shots/issue-5-453.png
